CAD_ID,count
202200358647,1
202200358651,1
202200358733,1
202200358737,1
202200358777,1
202200359590,1
202200356085,1
202300012969,1
202300012970,1
202300013007,1
202300013942,1
202300014035,1
202300014607,1
202300014699,1
202200371988,1
202300016643,1
202300016738,1
202300017398,1
202300017899,1
202300018904,1
202300019340,1
202300019676,1
202300019679,1
202300015282,1
202200375673,1
202200376487,1
202200376968,1
202200377790,1
202300000179,1
202300002220,1
202300003055,1
202300011628,1
202300004580,1
202300004581,1
202300005425,1
202300006738,1
202300007336,1
202300009835,1
202300010046,1
202300011612,1
202300003286,1
202200330154,1
202200329803,1
202200329708,1
202200329699,1
202200329636,1
202200327468,1
202200327162,1
202200327134,1
202200327118,1
202200326586,1
202200326337,1
202200324984,1
202200324572,1
202200323680,1
202200323531,1
202200350870,1
202200313821,1
202200313888,1
202200314366,1
202300019906,1
202200316698,1
202200318272,1
202200318773,1
202200323319,1
202200321713,1
202200322131,1
202200322339,1
202200322445,1
202200322511,1
202200322943,1
202200323109,1
202200323214,1
202200319748,1
202200342521,1
202200342721,1
202200343230,1
202200343379,1
202200344782,1
202200346504,1
202200346695,1
202200330173,1
202200348243,1
202200349846,1
202200350494,1
202200350521,1
202200350524,1
202200350657,1
202200350716,1
202200350738,1
202200346981,1
202200334885,1
202200335256,1
202200335374,1
202200336150,1
202200337185,1
202200337879,1
202200337889,1
202200341909,1
202200338605,1
202200339147,1
202200339268,1
202200339567,1
202200339979,1
202200340495,1
202200341466,1
202200341548,1
202200338273,1
202200096344,1
202200097150,1
202200097152,1
202200097310,1
202200097565,1
202200097780,1
202200098458,1
202200227090,1
202200098860,1
202200103177,1
202200103193,1
202200103352,1
202200103651,1
202200103704,1
202200104698,1
202200107503,1
202200098799,1
202200076145,1
202200077425,1
202200080779,1
202200080828,1
202200082632,1
202200084347,1
202200084941,1
202200094558,1
202200086211,1
202200088154,1
202200088991,1
202200088992,1
202200089336,1
202200090711,1
202200091946,1
202200092489,1
202200085727,1
202200116941,1
202200119044,1
202200119091,1
202200119139,1
202200121027,1
202200122175,1
202200122973,1
202200107785,1
202200124318,1
202200127343,1
202200127480,1
202200130580,1
202200130581,1
202200132324,1
202200132390,1
202200132618,1
202200123697,1
202200107949,1
202200107993,1
202200108307,1
202200109055,1
202200110368,1
202200110941,1
202200110943,1
202200111366,1
202200115075,1
202200111371,1
202200111373,1
202200112208,1
202200112670,1
202200113258,1
202200113926,1
202200114553,1
202200114669,1
202200111367,1
202200019529,1
202200019634,1
202200020843,1
202200022449,1
202200022680,1
202200022910,1
202200023229,1
202200074858,1
202200025662,1
202200026350,1
202200028487,1
202200035541,1
202200035543,1
202200035550,1
202200037599,1
202200037601,1
202200023665,1
202200004687,1
202200006268,1
202200008455,1
202200008636,1
202200009796,1
202200012349,1
202200015340,1
202200019437,1
202200015633,1
202200015780,1
202200016017,1
202200017988,1
202200018093,1
202200019257,1
202200019281,1
202200019436,1
202200015346,1
202200062048,1
202200062506,1
202200063366,1
202200065241,1
202200065823,1
202200066147,1
202200066298,1
202200037787,1
202200067337,1
202200067880,1
202200068867,1
202200072473,1
202200073118,1
202200073410,1
202200073679,1
202200074695,1
202200066304,1
202200039767,1
202200039845,1
202200039846,1
202200039868,1
202200042381,1
202200048089,1
202200049453,1
202200050383,1
202200060395,1
202200054288,1
202200054375,1
202200055158,1
202200056098,1
202200058978,1
202200059661,1
202200059853,1
202200060340,1
202200053785,1
202200198573,1
202200198764,1
202200199521,1
202200200299,1
202200200300,1
202200200628,1
202200201000,1
202200132671,1
202200201916,1
202200201973,1
202200204336,1
202200206067,1
202200206823,1
202200207219,1
202200207318,1
202200207518,1
202200201731,1
202200187020,1
202200188143,1
202200188212,1
202200189019,1
202200189506,1
202200191353,1
202200192301,1
202200197923,1
202200193691,1
202200194306,1
202200194379,1
202200194663,1
202200196350,1
202200196407,1
202200197509,1
202200197628,1
202200193020,1
202200220606,1
202200220954,1
202200221464,1
202200221563,1
202200221632,1
202200223453,1
202200224069,1
202200207874,1
202200224710,1
202200224853,1
202200225109,1
202200225521,1
202200225749,1
202200226173,1
202200226598,1
202200226847,1
202200224706,1
202200207907,1
202200208256,1
202200208547,1
202200208667,1
202200208971,1
202200209402,1
202200209808,1
202200210286,1
202200219863,1
202200213541,1
202200213732,1
202200217307,1
202200217424,1
202200218082,1
202200218083,1
202200218169,1
202200219296,1
202200212101,1
202200150111,1
202200150727,1
202200151594,1
202200151642,1
202200151905,1
202200153430,1
202200153668,1
202200184871,1
202200155415,1
202200156530,1
202200157116,1
202200159430,1
202200161763,1
202200162281,1
202200162393,1
202200162788,1
202200155082,1
202200132681,1
202200137598,1
202200137642,1
202200138804,1
202200140274,1
202200141226,1
202200141389,1
202200149709,1
202200141655,1
202200142034,1
202200143683,1
202200145448,1
202200145586,1
202200148300,1
202200148394,1
202200149683,1
202200141394,1
202200174449,1
202200174616,1
202200175691,1
202200175778,1
202200177581,1
202200177771,1
202200178063,1
202200163306,1
202200179754,1
202200180132,1
202200180940,1
202200181211,1
202200181212,1
202200182074,1
202200182864,1
202200184036,1
202200178236,1
202200163369,1
202200163794,1
202200164436,1
202200164527,1
202200164691,1
202200165000,1
202200165771,1
202200166795,1
202200173881,1
202200167967,1
202200167995,1
202200169955,1
202200170571,1
202200171274,1
202200172969,1
202200173257,1
202200173634,1
202200167965,1
202300273201,1
202300272802,1
202300272689,1
202300271088,1
202300271086,1
202300270941,1
202300270938,1
202300270696,1
202300270679,1
202300270646,1
202300269825,1
202300268676,1
202300268566,1
202300268466,1
202300268367,1
202300025212,1
202300253714,1
202300255303,1
202300256233,1
202300256823,1
202300256860,1
202300256996,1
202300257237,1
202300267411,1
202300260516,1
202300260546,1
202300260578,1
202300261789,1
202300263131,1
202300265848,1
202300266494,1
202300267306,1
202300259719,1
202300282281,1
202300282800,1
202300282891,1
202300282893,1
202300283542,1
202300284174,1
202300288705,1
202300273882,1
202300290185,1
202300291505,1
202300291731,1
202300292745,1
202300292746,1
202300293049,1
202300293274,1
202300293753,1
202300289382,1
202300273885,1
202300274037,1
202300275168,1
202300276220,1
202300276711,1
202300277323,1
202300277815,1
202300281647,1
202300278298,1
202300278640,1
202300278641,1
202300279277,1
202300279774,1
202300279872,1
202300280074,1
202300281017,1
202300278281,1
202300231547,1
202300230507,1
202300230110,1
202300229628,1
202300229295,1
202300228972,1
202300228878,1
202300228873,1
202300228869,1
202300227174,1
202300226540,1
202300226307,1
202300225798,1
202300225591,1
202300225463,1
202300253712,1
202300211260,1
202300212156,1
202300213141,1
202300213142,1
202300213156,1
202300214036,1
202300215474,1
202300225370,1
202300218244,1
202300219541,1
202300220870,1
202300220954,1
202300221338,1
202300222462,1
202300223869,1
202300225161,1
202300217204,1
202300244781,1
202300246105,1
202300246802,1
202300247110,1
202300247399,1
202300248020,1
202300248063,1
202300232071,1
202300249140,1
202300250143,1
202300251292,1
202300251327,1
202300251484,1
202300252404,1
202300252622,1
202300253711,1
202300248481,1
202300232229,1
202300232815,1
202300233221,1
202300233954,1
202300233955,1
202300236325,1
202300236420,1
202300243398,1
202300238185,1
202300238239,1
202300238523,1
202300239495,1
202300239697,1
202300241072,1
202300243262,1
202300243286,1
202300237839,1
202300361571,1
202300361369,1
202300360029,1
202300357578,1
202300357033,1
202300356641,1
202300356505,1
202300352894,1
202300351457,1
202300350778,1
202300350662,1
202300350566,1
202300350443,1
202300349824,1
202300349614,1
202300293799,1
202300330178,1
202300331492,1
202300332708,1
202300333373,1
202300333478,1
202300335577,1
202300336927,1
202300348827,1
202300338998,1
202300340061,1
202300341221,1
202300341245,1
202300345180,1
202300345422,1
202300345837,1
202300346710,1
202300338926,1
202300383093,1
202000024701,1
202000010086,1
202000012614,1
202000013068,1
202000013505,1
202000013906,1
202300363298,1
202000018726,1
202000022160,1
202000022240,1
202000022332,1
202000022957,1
202000022968,1
202000023072,1
202000023174,1
202000014935,1
202300365418,1
202300365794,1
202000009720,1
202300383701,1
202300383705,1
202300384226,1
202300384355,1
202300388004,1
202300384912,1
202300384913,1
202300385212,1
202300385727,1
202300386484,1
202300386537,1
202300386861,1
202300387472,1
202300384462,1
202300314309,1
202300313451,1
202300313125,1
202300312566,1
202300312384,1
202300312201,1
202300311926,1
202300309322,1
202300308978,1
202300308942,1
202300307859,1
202300305625,1
202300303595,1
202300303049,1
202300303048,1
202300330060,1
202300294722,1
202300295720,1
202300295764,1
202300295874,1
202300296737,1
202300297854,1
202300298176,1
202300302954,1
202300299269,1
202300300230,1
202300300414,1
202300300464,1
202300301017,1
202300301552,1
202300301709,1
202300301874,1
202300298179,1
202300323774,1
202300323846,1
202300323851,1
202300324067,1
202300324779,1
202300326081,1
202300326474,1
202300314929,1
202300327078,1
202300327547,1
202300327706,1
202300328143,1
202300328466,1
202300328514,1
202300329200,1
202300330012,1
202300326517,1
202300315558,1
202300315826,1
202300316046,1
202300316075,1
202300316271,1
202300317770,1
202300317913,1
202300323406,1
202300318757,1
202300318787,1
202300319064,1
202300320905,1
202300321422,1
202300321679,1
202300321826,1
202300322248,1
202300318644,1
202300105578,1
202300104914,1
202300103766,1
202300103697,1
202300103638,1
202300101818,1
202300101629,1
202300101442,1
202300101391,1
202300101231,1
202300101003,1
202300099171,1
202300099059,1
202300097804,1
202300096736,1
202300210685,1
202300077640,1
202300077685,1
202300079198,1
202300080170,1
202300083472,1
202300083918,1
202300084002,1
202300094698,1
202300087138,1
202300087265,1
202300089788,1
202300089902,1
202300090966,1
202300092242,1
202300092405,1
202300093999,1
202300085705,1
202300118281,1
202300118804,1
202300119514,1
202300119989,1
202300120647,1
202300123188,1
202300123237,1
202300105643,1
202300126132,1
202300126575,1
202300127737,1
202300128501,1
202300129701,1
202300130577,1
202300130729,1
202300130730,1
202300123617,1
202300105933,1
202300105936,1
202300107188,1
202300107450,1
202300107496,1
202300107720,1
202300111208,1
202300117819,1
202300112206,1
202300112301,1
202300112951,1
202300113389,1
202300114169,1
202300116263,1
202300116356,1
202300117194,1
202300111887,1
202300053615,1
202300050632,1
202300049724,1
202300045653,1
202300044967,1
202300044511,1
202300043934,1
202300043640,1
202300043263,1
202300043049,1
202300042906,1
202300041764,1
202300039654,1
202300039568,1
202300039482,1
202300077061,1
202300020103,1
202300021307,1
202300022382,1
202300022804,1
202300024765,1
202300025100,1
202200000456,1
202300037740,1
202300026137,1
202300026948,1
202300030179,1
202300030500,1
202300031569,1
202300032237,1
202300033498,1
202300035533,1
202300026135,1
202300066535,1
202300067073,1
